x,rho_exact,rho_fdm,rho_present,rho_muscl,u_exact,u_fdm,u_present,u_muscl,P_exact,P_fdm,P_present,P_muscl
9.36000000e-01,1.25000000e-01,1.25000000e-01,1.25000005e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,5.84357705e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,1.00000005e-01,1.00000000e-01
9.40000000e-01,1.25000000e-01,1.25000000e-01,1.24999995e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,5.12583172e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999944e-02,1.00000000e-01
9.44000000e-01,1.25000000e-01,1.25000000e-01,1.24999983e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,4.14531814e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999814e-02,1.00000000e-01
9.48000000e-01,1.25000000e-01,1.25000000e-01,1.24999973e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,3.25932128e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999700e-02,1.00000000e-01
9.52000000e-01,1.25000000e-01,1.25000000e-01,1.24999966e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,2.65293925e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999620e-02,1.00000000e-01
9.56000000e-01,1.25000000e-01,1.25000000e-01,1.24999963e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,2.37407790e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999581e-02,1.00000000e-01
9.60000000e-01,1.25000000e-01,1.25000000e-01,1.24999962e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,2.36694486e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999574e-02,1.00000000e-01
9.64000000e-01,1.25000000e-01,1.25000000e-01,1.24999963e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,2.51727605e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999584e-02,1.00000000e-01
9.68000000e-01,1.25000000e-01,1.25000000e-01,1.24999964e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,2.76947501e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999597e-02,1.00000000e-01
9.72000000e-01,1.25000000e-01,1.25000000e-01,1.24999965e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,3.04598508e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999601e-02,1.00000000e-01
9.76000000e-01,1.25000000e-01,1.25000000e-01,1.24999964e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,3.32105016e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999591e-02,1.00000000e-01
9.80000000e-01,1.25000000e-01,1.25000000e-01,1.24999961e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,3.58489027e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999563e-02,1.00000000e-01
9.84000000e-01,1.25000000e-01,1.25000000e-01,1.24999957e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,3.84858669e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999520e-02,1.00000000e-01
9.88000000e-01,1.25000000e-01,1.25000000e-01,1.24999952e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,4.11520948e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999467e-02,1.00000000e-01
9.92000000e-01,1.25000000e-01,1.25000000e-01,1.24999947e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,4.39583538e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999408e-02,1.00000000e-01
9.96000000e-01,1.25000000e-01,1.25000000e-01,1.24999943e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,4.61209409e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999358e-02,1.00000000e-01
1.00000000e+00,1.25000000e-01,1.25000000e-01,1.24999942e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,4.97670385e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999347e-02,1.00000000e-01
1.00400000e+00,1.25000000e-01,1.25000000e-01,1.24999942e-01,1.25000000e-01,0.00000000e+00,0.00000000e+00,4.97670385e-07,0.00000000e+00,1.00000000e-01,1.00000000e-01,9.99999347e-02,1.00000000e-01
